"gene"
"GDPD5"
"ZBTB44"
"TUBD1"
"RPS6KB1"
"PLXNB2"
"SYT6"
"ARHGEF10"
"HIRIP3"
"INO80E"
"CBR4"
"PPAN-P2RY11"
"P2RY11"
"PPAN"
"GMDS"
"SMPDL3A"
"INA"
"ATOH1"
"STK35"
"SNX26"
"GPSM3"
"NOTCH4"
"SDR42E1"
"MCF2L2"
"PACS1"
"CIB1"
"CCDC90B"
"MAML2"
"HCN4"
"MTIF3"
"USF1"
"FAM89A"
"SRRM2"
"HSPA5"
"PPIC"
"SLC38A10"
"NAA30"
"ATP8A2"
"TMCO1"
"CDH4"
"MMP17"
"VAMP4"
"WBP11"
"C12orf60"
"MEPCE"
"ZCWPW1"
"POLG"
"TMEM131"
"ATE1"
"BRD2"
"ST8SIA4"
"LRRC47"
"CRMP1"
"SDHC"
"LOC642502"
"TK2"
"VSX1"
"C20orf199"
"SNORD12C"
"ZNFX1"
"CD164"
"SBDSP"
"TYW1B"
"ACAD9"
"MSX1"
"TP53INP2"
"NHSL2"
"RGAG4"
"CDH6"
"SLC4A11"
"TMEM26"
"NRXN3"
"PAX5"
"SEC16A"
"C9orf163"
"C5orf32"
"DGKE"
"ACVR1"
"ALPK1"
"MAGI1"
"VWA2"
"BIN1"
"PHOSPHO2"
"KLHL23"
"C2orf77"
"ISM1"
"DNAJA2"
"DGCR2"
"DGCR11"
"PNKD"
"TUBB"
"TCL1B"
"FTSJ2"
"LDOC1L"
"PYGB"
"C20orf160"
"C7orf50"
"ABCG2"
"SP8"
"CTCF"
"DZIP1L"
"CNGA4"
"SDK2"
"MAPK8IP3"
"AMT"
"NICN1"
"MIR375"
"AMOTL2"
"TDG"
"SNRNP35"
"SYVN1"
"ATP10A"
"DNAJA3"
"MED28"
"KCNK10"
"ATP6V0C"
"AIFM2"
"OCA2"
"DCK"
"GPLD1"
"ETFA"
"MAP7"
"FLJ23834"
"TPST2"
"CLPP"
"TET2"
"CHCHD7"
"PLAG1"
"NADSYN1"
"DPYSL3"
"C11orf48"
"METTL12"
"SNORA57"
"E2F4"
"UBAC2"
"VAC14"
"LMO1"
"CHSY3"
"TRIB3"
"CCNA1"
"ANXA5"
"RPAP1"
"SPEG"
"FA2H"
"PDK1"
"MAMDC2"
"CSNK2A2"
"CYB5D2"
"ZZEF1"
"TRIM27"
"ACCN4"
"BAT2"
"ACTC1"
"PDLIM3"
"MORC2"
"TUG1"
"SMARCC1"
"MAN1C1"
"LPPR1"
"KRTCAP3"
"AGRN"
"GATA6"
"CASZ1"
"EIF3B"
"GUCY1A2"
"AEBP2"
"ATXN1L"
"FLOT1"
"WRAP53"
"TP53"
"ATP1B2"
"PCSK2"
"EWSR1"
"RHBDD3"
"KNDC1"
"DCDC1"
"DNAJC24"
"GPR26"
"ACOX1"
"C17orf106"
"C4orf41"
"RWDD4A"
"ITPR1"
"PTOV1"
"PCGF3"
"SERPINB1"
"TRIM14"
"CCDC7"
"MUM1"
"CCHCR1"
"CACNA2D2"
"ZCCHC14"
"FAM155A"
"NR5A2"
"CCDC92"
"ZNF664"
"PDE9A"
"CTBP2"
"PRR3"
"GNL1"
"PFN2"
"OTUD4"
"GSC"
"TBX1"
"COL14A1"
"TTK"
"NR2F2"
"TPBG"
"NCK1"
"PEX12"
"PER2"
"TMEM98"
"JPH2"
"NCRNA00167"
"PRDM10"
"DHX34"
"ZNF75A"
"RAB3C"
"SIN3A"
"ALG3"
"ECE2"
"GTPBP5"
"UCK2"
"ZNF230"
"FAM119A"
"NUP35"
"MIR574"
"FAM114A1"
"H2AFY2"
"SIAH1"
"ZNF789"
"DYRK1B"
"HOXC9"
"CCDC134"
"C6orf48"
"SNORD48"
"ZDHHC7"
"ID1"
"SAP30"
"KAZALD1"
"C7orf38"
"FAM54A"
"CAND2"
"NXNL1"
"PRTFDC1"
"HOXA5"
"GOLIM4"
"BUB1"
"B3GALNT2"
"TRADD"
"MRPL23"
"SLC25A23"
"CASC1"
"LYRM5"
"SOLH"
"SDHAF1"
"KLHL26"
"DDHD2"
"C17orf42"
"GNS"
"VASP"
"HMGA2"
"RPSAP52"
"CLCC1"
"SSFA2"
"ORC6L"
"VPS35"
"SH3YL1"
"EGR3"
"TELO2"
"FUT4"
"CPSF7"
"SDHAF2"
"TRIM67"
"SLC9A3R2"
"SUFU"
"TBCC"
"DGCR14"
"HAND1"
"SGMS2"
"FBXL3"
"GPR124"
"SKAP2"
"REEP6"
"PCSK4"
"MYLPF"
"RNASE4"
"ANG"
"STRADA"
"ZBTB12"
"PRPF38B"
"LOC100286844"
"NCKAP5L"
"APEH"
"RNF38"
"PIN1"
"PSMD8"
"SARM1"
"EIF4E3"
"GPR27"
"SLC39A11"
"OTX1"
"ZNF445"
"CD3EAP"
"PPP1R13L"
"CSNK2A1"
"ACLY"
"TRIM47"
"PIGW"
"MYO19"
"DLX2"
"ZNF160"
"D4S234E"
"SLC25A19"
"PARN"
"PIK3R2"
"HOXA4"
"NDUFB8"
"TIFA"
"HIPK3"
"UBE2L3"
"MSH5"
"BUB1B"
"STX12"
"LOC100133991"
"FMNL1"
"KCNQ5"
"DOK6"
"PITRM1"
"GHR"
"PABPC1L"
"MAVS"
"MIR191"
"DALRD3"
"NDUFAF3"
"MIR425"
"VDAC1"
"DUSP3"
"CARKD"
"C10orf46"
"NTRK1"
"INSRR"
"GDE1"
"LMF1"
"PKIB"
"SERINC1"
"PDGFA"
"TFEB"
"RAB6A"
"CHURC1"
"NDUFAF1"
"STK40"
"LOC728661"
"CDK11B"
"ZMPSTE24"
"CHL1"
"RIBC2"
"CCDC85B"
"MBNL3"
"RIC3"
"TCF7L2"
"ZNHIT1"
"PLOD3"
"MPP2"
"PMVK"
"ZNF696"
"KIAA1704"
"NUFIP1"
"NDUFV1"
"POP1"
"HRSP12"
"LOC643387"
"LOC151174"
"RPL23AP7"
"RABL2A"
"NXPH4"
"KIAA1199"
"STX3"
"FAM5B"
"C1orf228"
"FBXL19"
"RAD21L1"
"TULP1"
"TEAD3"
"LOC100131801"
"XAB2"
"C14orf104"
"NAV2"
"HDGFRP3"
"CAMK1G"
"PDIA5"
"GABBR1"
"PLA2R1"
"PIM1"
"C17orf74"
"TDRD6"
"GMFB"
"CRTAP"
"ATP6V0B"
"SUCLA2"
"CHCHD6"
"BTBD16"
"ZNF460"
"MCOLN3"
"LOC100128640"
"ACVR2B"
"CBR3"
"MTDH"
"TMEM110"
"MKS1"
"SFRS1"
"MTOR"
"ANGPTL7"
"FZR1"
"HIAT1"
"FIZ1"
"ZNF524"
"FBXO18"
"CA4"
"WNT7B"
"WNT9A"
"ATP5H"
"KCTD2"
"NCSTN"
"COPA"
"TSTA3"
"ST6GAL2"
"KRT27"
"FKBP1A"
"PLCG2"
"NKX2-3"
"KCNH2"
"CHMP4B"
"HSPA14"
"CDNF"
"CNTN5"
"AHNAK2"
"COMP"
"C2orf39"
"NFE2L1"
"C5orf13"
"TBL3"
"TMC6"
"SHKBP1"
"SNTB2"
"PLLP"
"C1orf183"
"CNBP"
"CSNK2A1P"
"GALNTL4"
"NLGN1"
"ELP2P"
"GEMIN4"
"SLC12A4"
"MYO1D"
"C12orf66"
"STRADB"
"TRAK2"
"ARFGEF1"
"MRPL52"
"MAEA"
"CBX1"
"NIT1"
"PFDN2"
"UBTF"
"PFKFB4"
"XKR6"
"USP10"
"PEX5L"
"TBX2"
"ZNF70"
"KIAA0430"
"EN1"
"KCNK2"
"PPTC7"
"GFRA1"
"ALX4"
"C9orf131"
"PFKFB3"
"EIF4A1"
"PPP1CB"
"CST6"
"FAM134A"
"PHF11"
"DOK7"
"NPHP3"
"NCRNA00119"
"ZMYND17"
"PACRG"
"DKK3"
"GTF3C2"
"IP6K1"
"TBX6"
"PHTF1"
"SOX2OT"
"SOX2"
"CBFA2T3"
"RBM33"
"RUNX3"
"ZC3HAV1"
"OVOL2"
"B3GAT1"
"EIF3E"
"NUP153"
"WDR73"
"ZNF434"
"CLEC10A"
"SPSB4"
"TP53INP1"
"EEFSEC"
"PRPSAP2"
"FAM176A"
"FAM134C"
"TUBG1"
"RIPK4"
"PDE11A"
"PSMD3"
"IRGM"
"CHIC2"
"ANKRD13A"
"GLI3"
"CDCA4"
"CA3"
"CYFIP2"
"EZH1"
"LRRC23"
"RBM39"
"FOXL2"
"C3orf72"
"CNOT8"
"LOC728411"
"ARL1"
"SFRS8"
"LZTFL1"
"TPM1"
"CLDN5"
"RRAS2"
"CYFIP1"
"IQCB1"
"EAF2"
"PCDH24"
"SRI"
"AQP4"
"GRAMD1B"
"TCF7"
"PLCXD3"
"TERF2"
"PTRF"
"CACNA1I"
"ITGAM"
"RCAN1"
"NCRNA00095"
"RNF144A"
"NRG2"
"NUP62"
"IL4I1"
"ATF5"
"SLC12A9"
"TNFSF9"
"RRP9"
"PARP3"
"SLC7A4"
"FAM101A"
"B3GNT2"
"KBTBD6"
"MIR132"
"GRM4"
"SNX32"
"MRAP2"
"QSOX1"
"CHID1"
"DSTYK"
"CC2D1B"
"DDX51"
"NOC4L"
"BCOR"
"FLJ32810"
"RASSF10"
"DCAF6"
"BRP44"
"RHOV"
"DIS3L"
"STOM"
"BCL2"
"MCRS1"
"LATS2"
"SNX24"
"TUFM"
"HAAO"
"AXIN1"
"HIGD2A"
"NOP16"
"PRDM13"
"TSC2"
"NTHL1"
"RASSF2"
"CBX6"
"T"
"NKX3-2"
"ZFP30"
"CD99L2"
"C1orf88"
"ITGB4"
"SNX6"
"TMEM132C"
"GULP1"
"RIF1"
"DIRC2"
"HSPBAP1"
"STAT5B"
"MANEAL"
"NF1"
"KIAA1244"
"FBRSL1"
"GRK5"
"TTC17"
"NPTN"
"KIAA1407"
"QTRTD1"
"AKD1"
"FIG4"
"TRIM26"
"PRSS27"
"ORC4L"
"GNAQ"
"TXNL4A"
"ARHGDIA"
"ANKRD11"
"DIRC3"
"ZC3H6"
"DNASE2"
"DHX37"
"PEPD"
"PURB"
"LMTK2"
"EIF4A3"
"DDX49"
"COPE"
"C14orf132"
"NDUFS6"
"PSTPIP1"
"PCYOX1"
"MUTYH"
"TOE1"
"MCC"
"UNCX"
"C13orf36"
"UBE2D2"
"SNX4"
"ZDHHC16"
"EXOSC1"
"IFNAR2"
"ADPGK"
"COX6B1"
"ITSN2"
"KIAA1012"
"WWP2"
"CHAF1A"
"HADHB"
"HADHA"
"CHD9"
"SPAG5"
"RNF126P1"
"ARHGAP10"
"ZSCAN23"
"TMEFF2"
"LPPR2"
"AKR1B1"
"LMOD1"
"HSPH1"
"ATP4B"
"SAMD12"
"PSPH"
"CCT6A"
"LOC100129716"
"ARRDC3"
"C11orf24"
"DERL1"
"TERT"
"KIAA1432"
"AIFM3"
"CD109"
"KCNJ1"
"METT11D1"
"GMPR"
"PSMC3IP"
"ACOT4"
"CXCL3"
"CYP1B1"
"PTPRM"
"GSR"
"DDIT3"
"MAML3"
"FLJ10357"
"ANUBL1"
"IFT140"
"RGS20"
"ZNF598"
"DLC1"
"AHRR"
"FLCN"
"ALG11"
"ATP7B"
"NID1"
"COMMD2"
"NAA20"
"WNT3A"
"CYP2W1"
"LHX9"
"CYP26C1"
"LETMD1"
"LOC285696"
"BASP1"
"POP5"
"S100A4"
"CD44"
"TMEM62"
"C1orf194"
"ATP11A"
"ATP6V0E1"
"C1orf91"
"EIF3I"
"DBN1"
"CABLES2"
"MIR210"
"C16orf7"
"MRP63"
"SKA3"
"ATP2B2"
"TFAP2A"
"LOC282997"
"PDCD4"
"ATP5A1"
"GLP1R"
"OSR1"
"TRMT11"
"MAN2A1"
"TAP2"
"FEM1B"
"ALDH9A1"
"DAB1"
"COL4A3BP"
"POLK"
"TPD52"
"USP48"
"ADCK2"
"RSPRY1"
"FAM192A"
"CBFA2T2"
"TTLL3"
"ZBTB9"
"ST3GAL1"
"ACHE"
"CDH2"
"NBLA00301"
"ADCY1"
"TMEM160"
"EXOC7"
"OTOP2"
"C19orf60"
"HLA-L"
"C3orf57"
"SNTG1"
"MEF2C"
"CASP8AP2"
"AFF1"
"PPME1"
"C2CD3"
"SPPL3"
"RASGEF1A"
"IGF1R"
"DKFZP434H168"
"GNAO1"
"MIDN"
"MYRIP"
"TBCD"
"DIP2C"
"CELSR2"
"FAM59B"
"GPI"
"LEPR"
"LEPROT"
"ACAP1"
"C6orf192"
"YPEL3"
"B4GALNT1"
"ZFAND6"
"C4orf14"
"KCNQ1"
"CNNM2"
"CP110"
"DCUN1D3"
"LOC100302652"
"ASB3"
"ERLEC1"
"CCDC154"
"CLCN7"
"ZNF671"
"HDAC11"
"AKIRIN1"
"APLP1"
"KLHDC4"
"ARF4"
"NEU2"
"FGF17"
"C18orf1"
"ATPBD4"
"CMKLR1"
"POU2F1"
"C2orf73"
"C20orf103"
"CTDSPL"
"MIR26A1"
"CCDC94"
"HN1"
"SCFD2"
"THBD"
"SLC6A15"
"MEFV"
"PRKCG"
"TOMM40"
"RFX4"
"NEK6"
"UBL7"
"APH1B"
"PDE10A"
"MIR1204"
"PVT1"
"PPL"
"POLL"
"RP11-529I10.4"
"TLE3"
"ZNF248"
"KCNQ1OT1"
"PTP4A1"
"EPN1"
"PPM1D"
"MCCC1"
"E4F1"
"SLC16A5"
"NXT1"
"ALCAM"
"JPH3"
"TNRC18"
"KIF26B"
"NCRNA00081"
"SHOC2"
"TRIM11"
"LOC407835"
"DPEP3"
"DDX17"
"SLC22A11"
"VSTM2L"
"WIPF3"
"ARL8A"
"SLC16A6"
"PCGF5"
"USPL1"
"C19orf25"
"ANO1"
"DMTF1"
"CCL25"
"EYA4"
"FJX1"
"LOC387646"
"MTHFD2"
"DST"
"MGRN1"
"NFAT5"
"MIR1538"
"HOXD1"
"CRIPT"
"PIGF"
"KANK4"
"C6orf132"
"RSL1D1"
"RFWD2"
"NEUROG2"
"DNM3"
"ICAM5"
"ZNF777"
"ARHGEF17"
"ARHGAP19"
"MIR488"
"ASTN1"
"EIF4G2"
"EML3"
"ROM1"
"LSM2"
"HDGF"
"SELT"
"SHOX2"
"CLRN2"
"LOC100287718"
"COPZ2"
"MIR152"
"LCMT1"
"ASZ1"
"YTHDF3"
"SECISBP2L"
"E2F3"
"TREH"
"HNRNPA1"
"HNRPA1L-2"
"CBX5"
"COL9A3"
"DHX8"
"GJB2"
"DPP8"
"MYO7B"
"PTPRS"
"BREA2"
"UFC1"
"GPHN"
"R3HCC1"
"DEAF1"
"CES3"
"APC2"
"PPP3R1"
"PBX3"
"GINS3"
"CALU"
"ATF6B"
"HNRNPM"
"PPCDC"
"ZNF485"
"ERLIN2"
"KIAA0226"
"PLEKHH3"
"MRPS5"
"NGEF"
"JMY"
"MIR548F5"
"DCLK1"
"ZMIZ1"
"SSTR2"
"WNT5A"
"PSD"
"BDNF"
"C6orf108"
"HLA-E"
"BMI1"
"KLF12"
"FNDC3A"
"SHROOM3"
"ATP6V0D1"
"GIPC2"
"PPT2"
"SYCP3"
"CDKL3"
"PRKAR1B"
"SEPX1"
"TM7SF3"
"ALOX12P2"
"ZNF786"
"LTA4H"
"ABCF2"
"GTF2IRD1"
"PDS5B"
"TFDP1"
"UMOD"
"OLFM3"
"SLC35F3"
"CHAC1"
"SDC1"
"PRDM15"
"PPP2R5D"
"TRA2A"
"RET"
"LOC100134229"
"JHDM1D"
"WDR16"
"STX8"
"SLCO3A1"
"CSNK1G2"
"NAA15"
"ZPBP"
"AP1G1"
"KANK3"
"KIF3C"
"MRPS12"
"SARS2"
"PSMB9"
"TAP1"
"CUL1"
"KCTD7"
"DNAJC1"
"KCNK4"
"DNER"
"MIR299"
"MIR380"
"OTX2"
"ZC3H7B"
"PPAPDC1A"
"LOC651250"
"C4orf38"
"WWC2"
"PPM1B"
"SELV"
"PSMF1"
"C8orf74"
"PDIA4"
"LEMD3"
"HNRNPA2B1"
"CBX3"
"ENTPD1"
"NID2"
"KIAA0355"
"PTGS2"
"FLJ44817"
"PRMT7"
"SLC7A6OS"
"LOC441046"
"SNORA55"
"PABPC4"
"KIF1B"
"HDAC4"
"LRDD"
"NCAPH"
"ZMAT4"
"FKRP"
"STRN4"
"PHKB"
"FKBP3"
"LMAN2L"
"STON2"
"CYB5RL"
"MRPL37"
"ZNF275"
"C11orf58"
"MYBPC3"
"ATMIN"
"LAPTM4A"
"ONECUT3"
"PLK4"
"EXOC6B"
"NEB"
"TRAPPC6B"
"B3GALT4"
"RPS18"
"ZNF700"
"ADRA1B"
"UBR3"
"FOXC2"
"ARFGAP2"
"CTBP1"
"DTWD2"
"SLC4A1AP"
"SUPT7L"
"UBASH3B"
"CCDC86"
"HNRNPH1"
"STYXL1"
"MDH2"
"OCLN"
"ESPL1"
"LLPH"
"LOC729156"
"GANC"
"TMEM87A"
"USF2"
"MORG1"
"MAN2B1"
"COG7"
"DDX20"
"ZNF334"
"CMPK1"
"CXCR4"
"LOC100133545"
"PSEN1"
"RCHY1"
"THAP6"
"TCP11L1"
"ZFP36L1"
"GPX5"
"IBTK"
"HELT"
"SLC10A7"
"PFKP"
"ZSCAN10"
"LOC100128811"
"GPR158"
"MTRR"
"FASTKD3"
"C5orf58"
"MYC"
"MPP5"
"NDUFA6"
"HNRNPAB"
"C10orf78"
"C10orf88"
"ZNF488"
"C8orf55"
"HOXC4"
"HOXC5"
"HOXC6"
"BCCIP"
"UROS"
"VDAC2"
"SERGEF"
"PCOLCE2"
"KLHL11"
"C4orf19"
"ALOXE3"
"FLI1"
"PKM2"
"CDK6"
"PDE6G"
"ATP6V1H"
"XPNPEP1"
"MUC21"
"RER1"
"FAM60A"
"ACTR3B"
"P4HA2"
"MTA1"
"LRRC56"
"ZNF74"
"TPRG1L"
"C22orf26"
"LOC150381"
"SYT10"
"CYB5D1"
"LSMD1"
"STK10"
"SNHG12"
"SNORA44"
"SNORA16A"
"SNORA61"
"ATP13A2"
"PTH1R"
"ENC1"
"C17orf81"
"DULLARD"
"NEK7"
"ATXN2"
"PARP14"
"NPHS2"
"UXS1"
"TACC1"
"C13orf1"
"RPL11"
"KIAA0495"
"CA7"
"C6orf35"
"GAD1"
"SEPT11"
"DAZAP1"
"C7orf44"
"NDRG4"
"TTL"
"PTH2"
"RBL1"
"SH3RF2"
"CHKA"
"RAB2A"
"PSMB3"
"NUB1"
"PDXK"
"ADCY6"
"HIVEP3"
"SRCAP"
"ZNF282"
"LPIN1"
"ZNF251"
"ADAMTS18"
"BCL9L"
"FHOD1"
"SLC9A5"
"CDK17"
"PHGDH"
"SMNDC1"
"ZADH2"
"SPATA24"
"MRPL16"
"ABL2"
"BNIPL"
"CHRM4"
"NALCN"
"ZNF793"
"MGC16275"
"C5orf41"
"PSME4"
"HIST1H4A"
"CH25H"
"WAC"
"STARD3"
"SND1"
"MIR593"
"WDR54"
"PTRH2"
"TMEM49"
"PSME1"
"COL2A1"
"UNC45A"
"DDX27"
"NFIX"
"NME1"
"NME1-NME2"
"ARSB"
"CCDC126"
"PSMB1"
"TBP"
"ESYT1"
"GSK3B"
"LBR"
"TMOD1"
"FAM103A1"
"FAM149B1"
"ECD"
"VGLL4"
"MAN2B2"
"SLC25A41"
"ABCC8"
"PLK1S1"
"LOC645323"
"RPH3AL"
"SEMA6D"
"GAL3ST4"
"SYNC"
"HOXD8"
"OR6N2"
"GNASAS"
"GNAS"
"BBS1"
"PRPF40B"
"CA1"
"UHRF1"
"VARS"
"MYOM1"
"ZNF428"
"C2orf49"
"RIN1"
"ZNF570"
"PTTG1IP"
"PIP5K1A"
"DHRS1"
"C14orf21"
"MAST1"
"TP53I11"
"SNX15"
"PTPLAD1"
"KDM5C"
"COQ5"
"TIAM1"
"USH1G"
"EXOC4"
"KCNE1"
"TRIM71"
"PTGFRN"
"HARS2"
"HARS"
"GALNT13"
"CADM2"
"SAMD10"
"PRPF6"
"LETM2"
"KCNJ2"
"OR5B3"
"PRC1"
"MREG"
"SERINC5"
"RASL10A"
"ONECUT1"
"CCAR1"
"BTBD2"
"YTHDF1"
"PSMG2"
"CEP76"
"EDNRB"
"CAPN14"
"BARHL1"
"RNH1"
"NIPA1"
"ANKRD34C"
"SIM2"
"SLC37A4"
"ARL6IP6"
"PRPF40A"
"PLEKHJ1"
"SF3A2"
"UBR4"
"STIL"
"GPN1"
"CCDC121"
"SNORA26"
"KIAA0114"
"SSH3"
"ANKRD34B"
"P2RY14"
"MED12L"
"ACCS"
"MFAP3"
"FAM114A2"
"CCNG1"
"SHANK2"
"RBM16"
"FBXL20"
"NETO1"
"RBP4"
"FOXJ2"
"YDJC"
"SF3B5"
"LRIG1"
"UQCRB"
"ALG10B"
"BZW2"
"ANKMY2"
"OPCML"
"RNF6"
"REV3L"
"LENG9"
"PROK1"
"MRPS18B"
"PPP1R10"
"MYO18A"
"CCDC64"
"FADS1"
"TMEM167B"
"DPY19L4"
"SLC7A1"
"FAM110B"
"HIF1A"
"SEC61A1"
"KLHDC2"
"UNC80"
"ABHD8"
"C6orf195"
"ZNF830"
"CCT6B"
"FOXK2"
"SEPT3"
"AFG3L2"
"MYB"
"PXT1"
"KCTD20"
"ZNF395"
"NR4A3"
"SELK"
"ABHD10"
"ASB6"
"KIAA1949"
"ATG7"
"DNM2"
"MIR638"
"TSPYL4"
"RPN1"
"C11orf40"
"INPP5A"
"ABCF3"
"ZNF189"
"MAPKAP1"
"ODZ4"
"FZD1"
"ZBED5"
"COMMD5"
"TIMP2"
"ZNF432"
"C9orf139"
"ABCA2"
"ZNF324B"
"HEXA"
"C15orf34"
"MEF2A"
"GPX4"
"CTSF"
"RALGDS"
"RSPO2"
"SEC13"
"PNPLA7"
"TGIF1"
"SERTAD3"
"C9orf150"
"TMEM86A"
"EXOC6"
"NDUFA8"
"MORN5"
"TRPC3"
"HPS5"
"GTF2H1"
"CRHBP"
"C20orf132"
"RPN2"
"PHPT1"
"DCLRE1B"
"AP4B1"
"RGS17"
"PSAT1"
"AUTS2"
"DDX31"
"GTF3C4"
"SNED1"
"UBE2C"
"KCNK17"
"HNRNPK"
"RMI1"
"DNAJB6"
"KLF9"
"SNORD27"
"SLC3A2"
"SNORD28"
"SNORD25"
"SNORD26"
"SNHG1"
"KDM4C"
"PTPN23"
"MGA"
"DNAJC14"
"ADAMTS13"
"PTHLH"
"DUOX2"
"DUOXA2"
"DPP9"
"C9orf27"
"CYP46A1"
"GRID2"
"PCBP1"
"C14orf45"
"ENTPD5"
"ARID3A"
"KIAA1524"
"DZIP3"
"TSC22D4"
"WHSC1"
"ALDOC"
"MTO1"
"MARK4"
"TTLL1"
"ZFP64"
"ALDH1L1"
"TRAF2"
"RPL13AP5"
"RPL13A"
"GTF2H5"
"SERAC1"
"C9orf93"
"TAGLN2"
"CGRRF1"
"HNF1A"
"FOS"
"C14orf80"
"LRPPRC"
"ST6GALNAC6"
"LY9"
"OSBPL5"
"POLR2G"
"RAP1GAP"
"CALCOCO1"
"DACT1"
"SLC45A1"
"THTPA"
"LPP"
"CTNNA2"
"C2orf67"
"FTHL17"
"TPPP2"
"ACACB"
"IGSF8"
"UNC5CL"
"SQSTM1"
"MGAT4B"
"C14orf73"
"PAQR3"
"USP35"
"SMAD6"
"FOXB2"
"PKNOX2"
"TRAF1"
"FIBCD1"
"ATXN7L1"
"UGP2"
"LINGO2"
"LHFPL5"
"ABCC3"
"SCLY"
"GALNT9"
"PTGDS"
"AP2A2"
"MOCS1"
"SMU1"
"TNK1"
"RASL10B"
"RBM14"
"SLC35F2"
"FANCC"
"FGFR1OP2"
"C12orf11"
"G6PC3"
"SFRS16"
"RELB"
"FN3KRP"
"MPV17"
"METT5D1"
"KIF18A"
"AFTPH"
"SP1"
"IGHMBP2"
"MRPL21"
"CAMK1D"
"CARS2"
"BMP7"
"AXIN2"
"GCLM"
"METTL4"
"NDC80"
"STAMBPL1"
"CCDC105"
"CTU1"
"STK16"
"GLB1L"
"LTA"
"TNF"
"CCT7"
"C2orf7"
"RPS26"
"CITED2"
"TRMT5"
"SLC38A6"
"VARS2"
"MKI67IP"
"AGTPBP1"
"SH3BP5L"
"SOAT2"
"ATG10"
"URGCP"
"UBE2D4"
"HRNBP3"
"RBP7"
"MRPL36"
"KIAA1826"
"TNS3"
"KDM6B"
"COPB2"
"NMNAT2"
"LRP12"
"HDAC7"
"SALL3"
"ZDHHC4"
"TBC1D14"
"SFXN2"
"ARL3"
"ESR2"
"TROVE2"
"UCHL5"
"TUBGCP6"
"ZNF668"
"ZNF646"
"CACNA1C"
"PHF12"
"SRCIN1"
"FAM19A5"
"HERC5"
"TMEM63A"
"SLC38A2"
"ACCN1"
"WDR60"
"PRR4"
"PRH1"
"C3orf77"
"MCAT"
"FAM195B"
"RPAIN"
"NUP88"
"C2orf55"
"SIX2"
"PIGG"
"PISRT1"
"HTT"
"VTCN1"
"RPTOR"
"SLC1A4"
"H3F3A"
"LOC440926"
"SIGIRR"
"ANO9"
"PSPC1"
"GLYR1"
"UBN1"
